"Data include samples collected between October 1, 2013 - September 30, 2017",,,,,,,,,,,
"Data Extracted January 3, 2018",,,,,,,,,,,
EstablishmentId,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormId,CollectionDate,SampleSource,EColiO157H7Analysis,SalmonellaSpAnalysis,NonO157STECAnalysis
9099,M27472,"Noah's Ark Processors, LLC                                                                          ",NE,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100761500,4/7/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5240,M4873+P4873,Commercial Meats Packaging Co.                                                                      ,CA,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100763170,4/8/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100766171,4/8/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100765315,4/8/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
3536,M278+V278,"Tyson Fresh Meats, Inc.                                                                             ",KS,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100767072,4/8/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100763351,4/8/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2500,M245J,Tyson Fresh Meats                                                                                   ,IL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100760392,4/9/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2500,M245J,Tyson Fresh Meats                                                                                   ,IL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100770526,4/10/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100764460,4/10/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100751152,4/10/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
9099,M27472,"Noah's Ark Processors, LLC                                                                          ",NE,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100761502,4/10/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
9099,M27472,"Noah's Ark Processors, LLC                                                                          ",NE,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100763977,4/14/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100770269,4/14/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100769108,4/14/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100769407,4/15/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100774032,4/15/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100774031,4/15/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100773890,4/15/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100773893,4/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2500,M245J,Tyson Fresh Meats                                                                                   ,IL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100773344,4/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
9099,M27472,"Noah's Ark Processors, LLC                                                                          ",NE,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100763978,4/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
3663,M5788+P5788+V5788,Lumley Locker                                                                                       ,MO,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100774327,4/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2500,M245J,Tyson Fresh Meats                                                                                   ,IL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100776279,4/17/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100771800,4/17/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100775932,4/17/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5629,M1821+P1821,"RBR Meat Co., Inc.                                                                                  ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100775413,4/18/2014,Product-Raw-Intact-Beef,Negative,NULL,NULL
5629,M1821+P1821,"RBR Meat Co., Inc.                                                                                  ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100746574,4/21/2014,Product-Raw-Intact-Beef,Negative,NULL,NULL
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100777260,4/21/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
9099,M27472,"Noah's Ark Processors, LLC                                                                          ",NE,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100763981,4/21/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100778289,4/22/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100777689,4/22/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
100131,M44156,JDT Slaughter House LLC                                                                             ,PA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100779807,4/23/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100777261,4/23/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100780105,4/23/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100780103,4/23/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100780544,4/24/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
100131,M44156,JDT Slaughter House LLC                                                                             ,PA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100781657,4/25/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100782193,4/28/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
5629,M1821+P1821,"RBR Meat Co., Inc.                                                                                  ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100746578,4/28/2014,Product-Raw-Intact-Beef,Negative,NULL,NULL
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100783245,4/29/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
100131,M44156,JDT Slaughter House LLC                                                                             ,PA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100785319,4/30/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100785719,4/30/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100785460,4/30/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100785458,5/1/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100788923,5/2/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100785459,5/2/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100785589,5/2/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
100131,M44156,JDT Slaughter House LLC                                                                             ,PA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100789571,5/5/2014,Product-Raw-Intact-Beef,Negative,NULL,Positive
3663,M5788+P5788+V5788,Lumley Locker                                                                                       ,MO,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100788407,5/5/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100789114,5/6/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
9128,M27450+V27450,Delft Blue LLC                                                                                      ,NY,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100791428,5/6/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100791717,5/7/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100791718,5/7/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc                                                                              ",TN,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100789116,5/7/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
100131,M44156,JDT Slaughter House LLC                                                                             ,PA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100794716,5/9/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100796746,5/13/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100796747,5/13/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100796748,5/14/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
100131,M44156,JDT Slaughter House LLC                                                                             ,PA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100798190,5/14/2014,Product-Raw-Intact-Beef,Negative,NULL,Positive
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100799608,5/15/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100799609,5/15/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100801304,5/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100791710,5/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100800947,5/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
100131,M44156,JDT Slaughter House LLC                                                                             ,PA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100803128,5/20/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100802021,5/20/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100801769,5/21/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100791769,5/21/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100805742,5/22/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100791773,5/22/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100803940,5/23/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100803295,5/23/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100803944,5/27/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
6953,M410,"Green Bay Dressed Beef, LLC                                                                         ",WI,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100802022,5/27/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100803947,5/28/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100803937,5/29/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100809539,5/30/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100807328,6/2/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100807330,6/3/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100814274,6/9/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100821069,6/9/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100814273,6/12/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100827383,6/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100827382,6/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100822791,6/16/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100822357,6/18/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100828366,6/18/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100827825,6/18/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100822358,6/19/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100831712,6/20/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100827826,6/20/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100833022,6/23/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100827393,6/23/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100831430,6/24/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100831431,6/25/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100834070,6/25/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100836269,6/26/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100834071,6/27/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100831432,6/27/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100836143,6/30/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100833851,6/30/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100836144,7/1/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,Negative
2322,M5931,G.G. RUPPERSBERGER & SONS INC                                                                       ,MD,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100836280,7/2/2014,Product-Raw-Intact-Beef,Negative,NULL,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100842507,7/7/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100831436,7/8/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100846092,7/8/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100822361,7/8/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100846391,7/9/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100846393,7/10/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
